Datetime,Rolling_8hr_O3_NW,Rolling_8hr_O3_NE,Rolling_8hr_O3_SW,Rolling_8hr_O3_SE
2021-09-15 00:00:00-06:00,52.951225,51.51239,54.524467,53.270653
2021-09-16 00:00:00-06:00,52.39579,51.210564,53.749157,52.636936
2021-09-17 00:00:00-06:00,59.20535,58.920937,60.922207,58.596893
2021-09-18 00:00:00-06:00,59.094337,58.253223,60.49849,58.194828
2021-09-19 00:00:00-06:00,41.46357,40.85383,41.26831,41.274124
2021-09-20 00:00:00-06:00,41.855164,40.961575,43.330925,41.654865
2021-09-21 00:00:00-06:00,50.224533,54.27747,52.367043,53.304573
2021-09-22 00:00:00-06:00,54.76089,55.822277,55.20658,55.51721
2021-09-23 00:00:00-06:00,37.51094,39.355865,39.24877,37.742947
2021-09-24 00:00:00-06:00,40.684715,42.4588,41.87229,41.38959
2021-09-25 00:00:00-06:00,48.60732,50.032127,50.15157,49.546745
2021-09-26 00:00:00-06:00,52.084038,53.133602,53.062267,54.008423
2021-09-27 00:00:00-06:00,47.06793,49.956253,49.908653,50.006386
2021-09-28 00:00:00-06:00,45.3023,44.72731,45.618484,45.662376
2021-09-29 00:00:00-06:00,42.418697,42.500618,42.353706,42.148094
2021-09-30 00:00:00-06:00,45.474052,46.436874,45.448334,44.487198
2021-10-01 00:00:00-06:00,49.846558,49.239075,51.256924,48.712456
2021-10-02 00:00:00-06:00,46.445347,46.31803,47.234707,46.22664
2021-10-03 00:00:00-06:00,46.14384,48.45721,48.485416,48.122787
2021-10-04 00:00:00-06:00,58.670357,58.090134,59.186108,58.100075
2021-10-05 00:00:00-06:00,57.2316,56.486153,58.05847,57.15043
2021-10-06 00:00:00-06:00,51.92119,52.825466,53.05324,52.660984
2021-10-07 00:00:00-06:00,53.80671,56.235104,55.41305,55.588448
2021-10-08 00:00:00-06:00,51.879715,54.510616,51.811703,52.926765
2021-10-09 00:00:00-06:00,44.528145,44.842854,44.785637,45.70925
2021-10-10 00:00:00-06:00,39.547054,39.8051,39.78101,40.242527
2021-10-11 00:00:00-06:00,46.83666,46.118725,47.119465,46.20762
2021-10-12 00:00:00-06:00,48.30248,45.678185,48.21923,45.57922
2021-10-13 00:00:00-06:00,41.083454,41.403275,41.896645,42.011257
2021-10-14 00:00:00-06:00,40.411484,39.45375,40.118332,39.395603
2021-10-15 00:00:00-06:00,40.206505,41.293274,41.05648,40.375515
2021-10-16 00:00:00-06:00,43.468655,49.493317,45.55655,49.91071
